광역시도,시군구,읍면동,경도,위도
대전광역시,대덕구,비래동,127.45202222222223,36.35201388888889
대전광역시,대덕구,송촌동,127.44203333333334,36.36272222222223
대전광역시,대덕구,오정동,127.411975,36.35083333333333
대전광역시,중구,대흥동,127.42803055555555,36.317397222222226
서울특별시,구로구,가리봉동,126.89198611111112,37.47798055555555
서울특별시,구로구,항동,126.8107155,37.482174
서울특별시,금천구,가산동,126.89380833333334,37.474125
서울특별시,마포구,연남동,126.92406666666668,37.561694444444434
서울특별시,마포구,서교동,126.922975,37.549655555555546
서울특별시,마포구,공덕동,126.96208888888887,37.54744166666666
서울특별시,영등포구,도림동,126.89595,37.509475
서울특별시,영등포구,영등포동,126.91069099999999,37.5203985
서울특별시,은평구,대조동,126.92288888888888,37.61133888888889
서울특별시,은평구,역촌동,126.91727777777778,37.60161944444445
서울특별시,은평구,구산동,126.9125,37.60901944444445
서울특별시,강서구,염창동,126.87304444444445,37.551044444444436
서울특별시,강서구,공항동,126.81216388888888,37.55610555555555
서울특별시,강북구,미아동,127.02901944444444,37.62413611111111
서울특별시,동작구,대방동,126.92844444444445,37.505330555555545
서울특별시,동작구,흑석동,126.96261111111113,37.50673888888889
서울특별시,관악구,신림동,126.927075,37.487426
서울특별시,관악구,남현동,126.97995555555555,37.47178888888889
서울특별시,송파구,오금동,127.13024444444444,37.50015
서울특별시,송파구,석촌동,127.10575277777777,37.500775
서울특별시,송파구,삼전동,127.09464166666666,37.49997777777778
서울특별시,강남구,신사동,127.02502222222222,37.52133888888889
서울특별시,강남구,청담동,127.0493,37.5251083
서울특별시,서초구,잠원동,127.01605277777777,37.51208888888889
서울특별시,용산구,후암동,126.98026666666668,37.54588055555556
서울특별시,용산구,한남동,127.00264444444444,37.53188611111111
서울특별시,강동구,길동,127.14616840000001,37.5392169
서울특별시,중구,중림동,126.9666,37.55203333333333
서울특별시,중구,신당동,127.01663333333332,37.559311111111114
서울특별시,성동구,마장동,127.04756388888887,37.56343333333333
전라남도,순천시,해룡면,127.53984444444444,34.910677777777785
전라남도,나주시,빛가람동,126.789441666667,35.0224527777778
전라남도,나주시,송월동,126.72715555555556,35.01435
전라남도,나주시,성북동,126.72144444444444,35.03188333333333
전라남도,나주시,남평읍,126.84530833333334,35.04329166666666
전라남도,여수시,문수동,127.70495555555556,34.75150277777778
전라남도,여수시,소라면,127.63466388888891,34.78959722222222
전라남도,여수시,여서동,127.71068611111113,34.747366666666665
전라남도,광양시,광양읍,127.5832,34.97020833333333
전라남도,광양시,광영동,127.72415555555555,34.95982777777778
전라남도,목포시,옥암동,126.43186388888891,34.80709722222222
전라북도,군산시,수송동,126.71582222222223,35.96249166666667
전라북도,군산시,신풍동,126.70283333333332,35.969922222222216
전라북도,군산시,소룡동,126.68130833333332,35.97135
전라북도,군산시,조촌동,126.74013055555555,35.97009166666667
전라북도,군산시,경암동,126.73193333333332,35.97663611111111
전라북도,군산시,월명동,126.71176388888891,35.98739722222222
전라북도,군산시,구암동,126.74611944444445,35.98274444444445
전라북도,군산시,옥산면,126.75042222222223,35.936516666666655
전라북도,군산시,삼학동,126.71343055555555,35.972236111111116
전라북도,군산시,개정면,126.79853055555556,35.95542500000001
전라북도,군산시,서수면,126.87784166666664,35.98029722222223
전라북도,군산시,옥구읍,126.68726388888888,35.919975
전라북도,익산시,신동,126.96338888888887,35.95684166666667
전라북도,익산시,남중동,126.96116666666668,35.94810833333333
전라북도,익산시,동산동,126.96305555555556,35.92668055555556
전라북도,김제시,요촌동,126.89351111111112,35.802166666666665
전라북도,정읍시,수성동,126.855375,35.56616388888889
전라북도,정읍시,시기동,126.85114166666666,35.562755555555555
전라북도,정읍시,농소동,126.83051111111112,35.580269444444454
제주특별자치도,서귀포시,동홍동,126.5691,33.26302222222222
제주특별자치도,서귀포시,서홍동,126.55273333333334,33.26063333333333
제주특별자치도,서귀포시,성산읍,126.91294166666668,33.43875
제주특별자치도,서귀포시,남원읍,126.72208888888888,33.27635833333333
제주특별자치도,서귀포시,중문동,126.43677777777779,33.248177777777784
제주특별자치도,서귀포시,안덕면,126.33906666666668,33.24637222222222
제주특별자치도,서귀포시,표선면,126.83361944444445,33.32382777777778
제주특별자치도,제주시,구좌읍,126.854075,33.51933611111111
제주특별자치도,제주시,노형동,126.47919722222224,33.47980555555556
제주특별자치도,제주시,한림읍,126.26908611111112,33.40714444444444
제주특별자치도,제주시,건입동,126.53370833333334,33.51168055555556
제주특별자치도,제주시,애월읍,126.33146666666666,33.45873888888889
제주특별자치도,제주시,조천읍,126.63623333333334,33.531177777777785
충청남도,서산시,대산읍,126.43637777777779,36.93676388888888
충청남도,서산시,성연면,126.46302222222221,36.83625277777778
충청남도,서산시,수석동,126.46934444444445,36.76844166666667
충청남도,서산시,지곡면,126.43897777777778,36.86064444444445
충청남도,서산시,석남동,126.45601111111112,36.762977777777785
충청남도,서산시,인지면,126.42764444444445,36.75009166666667
충청남도,천안시동남구,봉명동,127.1415527777778,36.80289444444443
충청남도,천안시동남구,신방동,127.12236666666666,36.78515
충청남도,천안시동남구,목천읍,127.23686388888888,36.782152777777775
충청남도,홍성군,홍성읍,126.66428888888888,36.59855277777778
충청남도,천안시서북구,불당동,127.108528,36.810208
충청남도,아산시,둔포면,127.03985277777778,36.92685833333333
충청남도,논산시,취암동,127.08920833333332,36.196347222222215
충청남도,논산시,부창동,127.08388888888888,36.19986111111111
충청북도,제천시,신백동,128.2232542,37.12838305
충청북도,제천시,청전동,128.2166083333333,37.14615
충청북도,제천시,화산동,128.21335555555555,37.12787777777777
충청북도,제천시,교동,128.21768611111108,37.13908333333333
충청북도,제천시,봉양읍,128.12387777777778,37.12980277777777
충청북도,청주시청원구,우암동,127.48766388888887,36.64430555555556
충청북도,청주시청원구,오창읍,127.45668888888888,36.739430555555565
충청북도,충주시,중앙탑면,127.85918888888888,37.02611666666667
충청북도,충주시,문화동,127.92762222222223,36.96888888888889
충청북도,충주시,용산동,127.94096388888887,36.96130277777778
충청북도,충주시,연수동,127.936175,36.98344166666666
충청북도,청주시흥덕구,가경동,127.43509722222224,36.62593888888889
충청북도,음성군,감곡면,127.64566666666668,37.109483333333344
충청북도,단양군,매포읍,128.30561111111112,37.02945833333333
충청북도,단양군,단양읍,128.37035555555556,36.98366388888889
충청북도,괴산군,괴산읍,127.79307777777778,36.80886666666667
충청북도,증평군,증평읍,127.58370833333332,36.78255555555555
경상북도,안동시,태화동,128.71596388888887,36.55972777777777
경상북도,안동시,옥동,128.70399999999998,36.55862222222222
경상북도,안동시,용상동,128.75188611111108,36.55618333333333
경상북도,안동시,평화동,128.715375,36.5662
경상북도,안동시,명륜동,128.73713055555555,36.579380555555566
경상북도,안동시,안기동,128.71673055555556,36.58003055555556
경상북도,안동시,풍천면,128.50874166666668,36.55325555555555
경상북도,구미시,공단동,128.386675,36.09844722222223
경상북도,구미시,고아읍,128.35198611111107,36.153347222222216
경상북도,포항시북구,흥해읍,129.34404166666667,36.104127777777784
경상북도,경주시,성건동,129.20964166666664,35.84782222222223
경상북도,경주시,용강동,129.22546388888892,35.86116388888889
경상북도,경주시,현곡면,129.20469722222222,35.86333888888889
경상북도,경주시,황성동,129.22075277777782,35.856825
경상북도,경주시,동천동,129.2249888888889,35.85172777777778
경상북도,경주시,황오동,129.21705555555556,35.838138888888885
경상북도,경주시,외동읍,129.32736666666668,35.71295277777778
경상북도,경주시,황남동,129.21286666666666,35.832297222222216
경상북도,칠곡군,석적읍,128.41137777777777,36.04837777777777
경상북도,칠곡군,북삼읍,128.3451527777778,36.059905555555545
경상북도,칠곡군,왜관읍,128.3999,35.986008333333345
경상북도,칠곡군,기산면,128.38496666666666,35.98342500000001
경상북도,영천시,완산동,128.94179722222222,35.96190555555556
경상북도,경산시,진량읍,128.81855277777777,35.87103055555556
경상북도,경산시,중방동,128.7362,35.824111111111115
경상북도,경산시,자인면,128.82484444444444,35.8179
경상북도,경산시,하양읍,128.82141944444444,35.91017777777777
경상북도,경산시,와촌면,128.838775,35.943341666666655
경상북도,예천군,호명면,128.47055555555556,36.59141666666667
경상북도,의성군,의성읍,128.69705555555555,36.35299166666667
경상북도,봉화군,봉화읍,128.74187777777777,36.884933333333336
대구광역시,달서구,감삼동,128.54437777777778,35.84806944444445
대구광역시,달서구,신당동,128.50104444444446,35.856033333333336
대구광역시,달서구,본리동,128.53985277777778,35.83912777777778
대구광역시,달서구,도원동,128.5344,35.804466666666656
대구광역시,달성군,다사읍,128.456175,35.858833333333344
대구광역시,달성군,현풍읍,128.44978611111108,35.694313888888885
대구광역시,달성군,구지면,128.41566666666668,35.655763888888885
대구광역시,달성군,유가읍,128.45977299999998,35.693876
대구광역시,수성구,두산동,128.62280833333335,35.82635000000001
대구광역시,수성구,상동,128.61762222222222,35.829158333333346
대구광역시,동구,방촌동,128.667475,35.87708333333333
대구광역시,북구,동천동,128.55773333333335,35.94012222222222
부산광역시,강서구,녹산동,128.86080833333332,35.123463888888885
부산광역시,사하구,당리동,128.97893055555556,35.09984444444445
부산광역시,기장군,정관읍,129.18267777777777,35.322375
부산광역시,동래구,명륜동,129.08156100000002,35.2124914
부산광역시,남구,용당동,129.09745555555554,35.11441111111111
광주광역시,동구,학동,126.92626388888891,35.131372222222225
광주광역시,북구,용봉동,126.90330833333334,35.177305555555556
광주광역시,북구,신용동,126.86291580000001,35.2064889
광주광역시,북구,양산동,126.879628,35.20917073
광주광역시,서구,치평동,126.84517777777779,35.146991666666665
인천광역시,부평구,일신동,126.74897777777778,37.481566666666666
울산광역시,울주군,언양읍,129.12804444444444,35.56637222222222
울산광역시,울주군,삼남읍,129.10651470000002,35.538822499999995
울산광역시,울주군,온산읍,129.31686388888892,35.43158055555556
울산광역시,울주군,온양읍,129.28305555555556,35.415902777777774
세종특별자치시,세종특별자치시,소담동,127.30119109999998,36.4835223
세종특별자치시,세종특별자치시,다정동,127.2479133,36.4939773
세종특별자치시,세종특별자치시,고운동,127.236841,36.519776
세종특별자치시,세종특별자치시,조치원읍,127.298399,36.604528
강원도,속초시,청학동,128.584439754545,38.202657473231
강원도,속초시,중앙동,128.589182669986,38.206369573263
강원도,원주시,태장동,127.955206525576,37.3552337842647
강원도,원주시,반곡동,127.989599783916,37.3239460007249
강원도,원주시,관설동,127.998012574194,37.3049003209182
강원도,강릉시,교동,128.874476030759,37.7655714454483
강원도,춘천시,후평동,127.745509020396,37.8859843079633
강원도,춘천시,효자동,127.727448954062,37.8721797313811
강원도,춘천시,소양로2가,127.725159729904,37.8876898498374
강원도,춘천시,요선동,127.727360253744,37.882577014737
경기도,고양시일산동구,마두동,126.789654489141,37.6557662385335
경기도,고양시일산동구,백석동,126.792363029713,37.6500444005323
경기도,고양시일산동구,장항동,126.770233007352,37.6417251521377
경기도,고양시일산동구,풍동,126.793718327241,37.6713315306858
경기도,고양시일산동구,성석동,126.795627607807,37.7025554766227
경기도,고양시일산서구,일산동,126.768555621104,37.6871456348795
경기도,고양시일산서구,덕이동,126.738350133303,37.6957282376739
경기도,고양시일산서구,주엽동,126.763299407637,37.6700959284218
경기도,광명시,광명동,126.862684820612,37.4886276698915
경기도,광명시,철산동,126.867941213494,37.490749226867
경기도,광명시,하안동,126.869225117896,37.4651620028157
경기도,광명시,소하동,126.885011358569,37.4522110542156
경기도,광명시,일직동,126.881419847337,37.4191474463951
경기도,광명시,노온사동,126.850780888447,37.4406866721118
경기도,시흥시,조남동,126.862287640995,37.3722195349401
경기도,시흥시,산현동,126.833675061104,37.3701104016767
경기도,시흥시,논곡동,126.856090813911,37.3963848037697
경기도,시흥시,장현동,126.799320647562,37.3780041323761
경기도,시흥시,정왕동,126.722129562609,37.3472707997814
경기도,시흥시,계수동,126.808085534087,37.4652118751891
경기도,시흥시,물왕동,126.840437591032,37.3860209867183
경기도,시흥시,미산동,126.789387267116,37.4175236236056
경기도,시흥시,포동,126.778333146105,37.4042656580993
경기도,시흥시,광석동,126.815955530896,37.3810586274513
경기도,시흥시,도창동,126.820291394749,37.4056163226184
경기도,의정부시,금오동,127.059748029924,37.755388211865
경기도,의정부시,민락동,127.096358976229,37.7403538413429
경기도,의정부시,신곡동,127.056847377285,37.7314238778054
경기도,의정부시,용현동,127.079978282419,37.7338683010295
경기도,의정부시,의정부동,127.034033667251,37.7346401263969
경기도,의정부시,호원동,127.034477959332,37.7141699194513
경기도,의정부시,낙양동,127.110976788335,37.758836046021
경기도,의정부시,산곡동,127.111311374423,37.7246169395579
경기도,의정부시,고산동,127.095337368279,37.7222523746945
경기도,포천시,신읍동,127.180502231892,37.9012378226924
경기도,포천시,어룡동,127.18017028937,37.8863367059279
경기도,김포시,감정동,126.68937539428,37.6285406025521
경기도,남양주시,다산동,127.159444527968,37.613445683167
경기도,안산시상록구,본오동,126.864590815243,37.2891939602882
경기도,안산시상록구,수암동,126.884029267782,37.3679251374644
경기도,부천시,괴안동,126.806971737464,37.4781089075971
경기도,부천시,옥길동,126.836618006003,37.4664080619694
경기도,부천시,범박동,126.809717772683,37.4705701165852
경기도,부천시,역곡동,126.816680853404,37.4892860499492
경기도,부천시,삼정동,126.767154981449,37.5241721607675
경기도,부천시,약대동,126.771283379886,37.5132817149293
경기도,부천시,원미동,126.78847467442,37.4945152063199
경기도,부천시,춘의동,126.785904754648,37.5026880955635
경기도,부천시,도당동,126.785924784297,37.5162680495922
경기도,부천시,송내동,127.069386418641,37.8787600388411
경기도,부천시,심곡본동,126.780047593719,37.4807252331302
경기도,부천시,소사동,126.794618231381,37.4858944080461
경기도,부천시,내동,126.781020261773,37.5208793946722
경기도,부천시,고강동,126.812115826118,37.5295501272999
경기도,부천시,원종동,126.805278275373,37.5259638814999
경기도,양주시,덕계동,127.035815323019,37.825204421803
경기도,양주시,옥정동,127.088271333497,37.820012508486
경기도,양주시,삼숭동,127.103695444937,37.8041178529331
경기도,양주시,광사동,127.072990921812,37.7901291410706
경기도,양주시,덕정동,127.064716277101,37.8467321091633
경기도,양주시,고암동,127.071198217698,37.8149066278176
경기도,양주시,봉양동,127.07549283045,37.8611949785398
경기도,양주시,회정동,127.051268895395,37.8340821308538
경기도,양주시,산북동,127.041390215453,37.8011289939446
경기도,양주시,고읍동,127.075399082624,37.8048312980269
경기도,용인시처인구,남사면,127.150478244526,37.1157126870888
경기도,용인시처인구,유방동,127.20432746298,37.2576019329047
경기도,파주시,동패동,126.721144837067,37.7121045200848
경기도,파주시,와동동,126.761251570125,37.7318625355613
경기도,파주시,야당동,126.760495945771,37.7100539174922
경기도,파주시,목동동,126.735457558469,37.7247871246803
경기도,파주시,문발동,126.688501177025,37.7217352471645
경기도,파주시,금촌동,126.768817063648,37.7606436758235
경기도,화성시,산척동,127.109999439802,37.171511144637
경기도,화성시,오산동,127.072855925403,37.1531330002421
경기도,화성시,병점동,127.037269392114,37.2069172825447
경기도,화성시,능동,127.057939022192,37.2075216907364
경기도,화성시,반송동,127.074876988386,37.1934918316945
경기도,평택시,신장동,127.051097700349,37.0854023760527
경기도,평택시,이충동,127.067952926886,37.0580842473493
경기도,평택시,독곡동,127.070184064725,37.0879336316759
경기도,평택시,장당동,127.062051467923,37.0456706763475
경기도,수원시권선구,금곡동,127.200659122727,37.6256794631023
경기도,수원시권선구,호매실동,126.95705992348,37.2662474585702
경기도,수원시장안구,천천동,126.977119691468,37.2920047534452
경기도,고양시덕양구,성사동,126.841233504888,37.6546360151586
경기도,고양시덕양구,토당동,126.818188559184,37.6246576578673
경기도,고양시덕양구,행신동,126.836037177307,37.6223556606646
경기도,고양시덕양구,화정동,126.833789043216,37.6389774936
경기도,고양시덕양구,원흥동,126.871008999634,37.6475978173957
경기도,고양시덕양구,도내동,126.862375162762,37.6251535449341
경기도,고양시덕양구,용두동,126.889716565612,37.6248759311811
경기도,고양시덕양구,동산동,126.898129191493,37.6427193986967
경기도,고양시덕양구,신원동,126.87686960269,37.6777544978936
경기도,성남시수정구,신흥동,127.141137377657,37.4431149209876
경기도,성남시수정구,태평동,127.125991008174,37.440818231851
경기도,성남시수정구,수진동,127.139027108809,37.4385763091098
경기도,여주시,홍문동,127.638294215407,37.287662109658
경기도,동두천시,지행동,127.064221938883,37.8898229961777
경기도,동두천시,생연동,127.065583509011,37.9073618412166
경기도,동두천시,동두천동,127.055619450733,37.9335231082184
경기도,동두천시,안흥동,127.033068239674,37.9305981459785
경기도,안양시만안구,석수동,126.91063733651,37.4195876104533
경기도,안양시만안구,안양동,126.915649986285,37.3861273838989
경기도,안양시만안구,박달동,126.909124825885,37.4035771458394
경기도,용인시수지구,풍덕천동,127.094949785208,37.3279850450603
경기도,용인시기흥구,중동,126.77003891891,37.500092215722
경기도,안양시동안구,호계동,126.957201177225,37.3750923511743
경기도,안양시동안구,관양동,126.964638772038,37.4047456704889
경기도,광주시,태전동,127.211857456814,37.3942030308823
경기도,광주시,목동,127.196642060218,37.3832800963444
경기도,광주시,중대동,127.216336928698,37.4077895035703
경기도,광주시,장지동,127.232264457828,37.4053445580377
경기도,광주시,역동,127.251331835509,37.3991606163857
경기도,수원시팔달구,화서동,126.994759157061,37.2767576637953
경기도,오산시,원동,127.079259957902,37.1411447958707
경기도,오산시,청학동,127.053965318309,37.1514419074162
경기도,성남시중원구,금광동,127.162431497209,37.4450553893093
경기도,성남시중원구,상대원동,127.164335999581,37.4333251526039
경기도,성남시중원구,은행동,127.168879723867,37.4521211053815
경기도,성남시중원구,여수동,127.143744170308,37.4211450154021
경기도,이천시,송정동,127.258199853527,37.4258988176257
경기도,이천시,안흥동,127.033068239674,37.9305981459785
경기도,성남시분당구,야탑동,127.130167470751,37.4120856880186
경기도,군포시,부곡동,126.933856423225,37.3301202778155
경기도,군포시,도마교동,126.922411031505,37.3120385992335
경기도,의왕시,초평동,126.940116403486,37.3074644167281
경기도,의왕시,삼동,127.199517058081,37.4165877913411
경기도,의왕시,월암동,126.956390050885,37.3095871632799
경상남도,김해시,삼방동,128.902717724924,35.264280715681
경상남도,김해시,삼정동,128.901045861207,35.2180944734453
경상남도,김해시,구산동,128.87238159204,35.2512435861706
경상남도,김해시,어방동,128.901118915734,35.2404282197141
경상남도,김해시,외동,128.858984004872,35.2318475704898
경상남도,김해시,봉황동,128.877591918834,35.2281213411857
경상남도,김해시,삼계동,128.86607071872,35.2707706209913
경상남도,김해시,내동,128.863076161627,35.2436478654904
경상남도,김해시,대성동,128.878165152784,35.2390744647033
경상남도,김해시,서상동,128.880025878429,35.2344098725445
경상남도,김해시,흥동,128.860054970452,35.2177545293139
경상남도,김해시,전하동,128.869966608123,35.2155398693573
경상남도,진주시,계동,128.080845045287,35.1967358243572
경상남도,진주시,본성동,128.082094584791,35.1906102436057
경상남도,진주시,봉곡동,128.071849687825,35.1936864686366
경상남도,진주시,동성동,128.085207746254,35.1918910723898
경상남도,진주시,중안동,128.080905457075,35.1936708647763
경상남도,진주시,인사동,128.074410290631,35.191363655428
경상남도,진주시,장대동,128.088040490579,35.1932139971158
경상남도,진주시,칠암동,128.091806500408,35.183532584607
경상남도,진주시,대안동,128.084141806023,35.1946297570062
경상남도,진주시,옥봉동,128.091307948976,35.1925536841255
경상남도,진주시,수정동,128.085722940535,35.1976042993308
경상남도,진주시,주약동,128.084038630075,35.1690048707739
경상남도,진주시,평안동,128.082899083228,35.1972906984879
경상남도,진주시,가좌동,128.102394990817,35.1579190159489
경상남도,진주시,망경동,128.084779039125,35.1807836751985
