광역시도,시군구,경도,위도
충청남도,홍성군,126.66290833333332,36.59836111111111
충청남도,천안시서북구,127.15719722222221,36.87555833333333
충청남도,아산시,127.00464166666669,36.78710555555556
충청남도,논산시,127.10091111111109,36.184202777777784
충청북도,제천시,128.19315277777778,37.129769444444435
충청북도,청주시청원구,127.48766388888887,36.64430555555556
충청북도,충주시,127.92814444444444,36.988180555555566
충청북도,청주시흥덕구,127.35941944444444,36.6182
충청북도,음성군,127.69262222222223,36.93740555555555
충청북도,단양군,128.36784166666666,36.98178055555556
충청북도,괴산군,127.78883055555555,36.81243055555555
충청북도,증평군,127.58328888888887,36.78218055555556
경상북도,안동시,128.73162222222223,36.565463888888885
경상북도,구미시,128.34677777777782,36.11655
경상북도,포항시북구,129.36790833333333,36.03885
경상북도,경주시,129.22702222222222,35.853169444444454
경상북도,영주시,128.62634444444444,36.80293611111111
경상북도,칠곡군,128.40379722222224,35.99254722222222
경상북도,영천시,128.940775,35.97005277777778
경상북도,경산시,128.74346388888887,35.822088888888885
경상북도,문경시,128.18901944444445,36.583630555555565
경상북도,김천시,128.1158,36.13689722222223
경상북도,예천군,128.4550222222222,36.65495
경상북도,의성군,128.69936388888888,36.34975833333333
경상북도,봉화군,128.734875,36.89026111111111
대구광역시,서구,128.56141111111108,35.868794444444454
대구광역시,달서구,128.53506388888889,35.82692777777778
대구광역시,달성군,128.43327499999998,35.771680555555555
대구광역시,수성구,128.63286666666667,35.855208333333344
대구광역시,동구,128.63771111111112,35.88361666666667
대구광역시,중구,128.6083972222222,35.866286111111116
대구광역시,북구,128.58502222222222,35.8827
대구광역시,남구,128.59980000000002,35.84297777777778
부산광역시,강서구,128.98290833333334,35.20916388888889
부산광역시,사하구,128.97704166666668,35.10142777777778
부산광역시,해운대구,129.16580833333333,35.160019444444444
부산광역시,수영구,129.115375,35.142466666666664
부산광역시,북구,128.99247499999998,35.194180555555555
부산광역시,기장군,129.224475,35.24135000000001
부산광역시,연제구,129.082075,35.173186111111114
부산광역시,동래구,129.08585555555555,35.20187222222223
부산광역시,남구,129.0865,35.13340833333333
광주광역시,동구,126.92517777777779,35.1431
광주광역시,북구,126.91412222222223,35.171125
광주광역시,서구,126.89341111111112,35.149483333333336
광주광역시,남구,126.91014444444444,35.119036111111114
광주광역시,광산구,126.79578888888891,35.13642777777777
인천광역시,부평구,126.7241,37.504266666666666
인천광역시,남동구,126.73379722222221,37.44451944444444
인천광역시,서구,126.6782,37.542691666666656
인천광역시,연수구,126.68044166666668,37.40712222222222
인천광역시,미추홀구,126.65268611111112,37.46068055555556
인천광역시,계양구,126.73975277777778,37.534791666666656
울산광역시,북구,129.36354444444444,35.57968888888889
울산광역시,울주군,129.29716388888892,35.53073888888889
울산광역시,중구,129.334875,35.566341666666666
세종특별자치시,세종특별자치시,127.28906909999999,36.4800121
